Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Fra-tid,Til-tid,Alnabru NO2 µg/m³,QA,QC,Bygdøy Alle NO2 µg/m³,QA,QC,Hjortnes NO2 µg/m³,QA,QC,Kirkeveien NO2 µg/m³,QA,QC,Manglerud NO2 µg/m³,QA,QC,Rv 4- Aker sykehus NO2 µg/m³,QA,QC
12.09.2022 13:00,12.09.2022 14:00,23.4,0,4,27.7,0,4,17.2,0,4,13.4,0,4,20.1,0,4,14.7,0,4
12.09.2022 14:00,12.09.2022 15:00,28.6,0,4,24.1,0,4,6.9,0,4,12.9,0,4,20.3,0,4,20.9,0,4
12.09.2022 15:00,12.09.2022 16:00,25.9,0,4,24.9,0,4,5.4,0,4,14.1,0,4,17.7,0,4,14.9,0,4
12.09.2022 16:00,12.09.2022 17:00,27,0,4,22.1,0,4,7,0,4,11.7,0,4,13.1,0,4,21.4,0,4
12.09.2022 17:00,12.09.2022 18:00,23.4,0,4,24.7,0,4,13.7,0,4,28.1,0,4,13.9,0,4,22.5,0,4
12.09.2022 18:00,12.09.2022 19:00,16.2,0,4,14,0,4,8.9,0,4,15.6,0,4,7.8,0,4,15.9,0,4
12.09.2022 19:00,12.09.2022 20:00,17.1,0,4,13.2,0,4,12.3,0,4,20.2,0,4,8.2,0,4,12.6,0,4
12.09.2022 20:00,12.09.2022 21:00,10.6,0,4,19.7,0,4,16.5,0,4,10,0,4,9,0,4,10.9,0,4
12.09.2022 21:00,12.09.2022 22:00,5.6,0,4,8.7,0,4,8.9,0,4,12.7,0,4,6,0,4,7.3,0,4
12.09.2022 22:00,12.09.2022 23:00,4.2,0,4,7.3,0,4,5.9,0,4,5.3,0,4,5.2,0,4,4.3,0,4
12.09.2022 23:00,13.09.2022 00:00,2.9,0,4,7.7,0,4,8.2,0,4,11.6,0,4,3,0,4,3.6,0,4
13.09.2022 00:00,13.09.2022 01:00,3.3,0,4,3.3,0,4,3.3,0,4,16.9,0,4,2.4,0,4,2.5,0,4
13.09.2022 01:00,13.09.2022 02:00,5.6,0,4,3.7,0,4,1.8,0,4,11.3,0,4,3.1,0,4,3.1,0,4
13.09.2022 02:00,13.09.2022 03:00,5.6,0,4,6.5,0,4,10.4,0,4,17.8,0,4,3.1,0,4,3.4,0,4
13.09.2022 03:00,13.09.2022 04:00,11.2,0,4,4.7,0,4,4.4,0,4,28.1,0,4,2.5,0,4,3.7,0,4
13.09.2022 04:00,13.09.2022 05:00,16.2,0,4,10.8,0,4,18.7,0,4,37.9,0,4,5.3,0,4,6.7,0,4
13.09.2022 05:00,13.09.2022 06:00,42.6,0,4,18.3,0,4,7,0,4,39.5,0,4,13.8,0,4,16.5,0,4
13.09.2022 06:00,13.09.2022 07:00,29.2,0,4,40.4,0,4,23.8,0,4,32.2,0,4,14,0,4,22.3,0,4
13.09.2022 07:00,13.09.2022 08:00,35.5,0,4,37,0,4,3.3,0,4,33,0,4,37.8,0,4,47,0,4
13.09.2022 08:00,13.09.2022 09:00,32.5,0,4,32.7,0,4,2.3,0,4,24.1,0,4,32.4,0,4,42.2,0,4
13.09.2022 09:00,13.09.2022 10:00,27.4,0,4,26.4,0,4,1.6,0,4,20.8,0,4,24.2,0,4,20.5,0,4
13.09.2022 10:00,13.09.2022 11:00,23.5,0,4,31.3,0,4,1.5,0,4,12,0,4,24.5,0,4,16.2,0,4
13.09.2022 11:00,13.09.2022 12:00,24.4,0,4,36.4,0,4,2.1,0,4,12,0,4,17.7,0,4,21.5,0,4
13.09.2022 12:00,13.09.2022 13:00,26.2,0,4,27.3,0,4,2.1,0,4,17.1,0,4,13.7,0,4,17.4,0,4
13.09.2022 13:00,13.09.2022 14:00,22.4,0,4,31.7,0,4,7.4,0,4,30.4,0,4,23.5,0,4,20,0,4
13.09.2022 14:00,13.09.2022 15:00,18.5,0,4,38.2,0,4,36,0,4,23.7,0,4,47.3,0,4,7.8,0,4
13.09.2022 15:00,13.09.2022 16:00,21.7,0,4,35.4,0,4,45.1,0,4,24.6,0,4,47.1,0,4,5.8,0,4
13.09.2022 16:00,13.09.2022 17:00,20.3,0,4,38.1,0,4,18.8,0,4,15.1,0,4,51.1,0,4,6.7,0,4
13.09.2022 17:00,13.09.2022 18:00,22.1,0,4,47.6,0,4,55.9,0,4,35.9,0,4,64.3,0,4,12.5,0,4
13.09.2022 18:00,13.09.2022 19:00,27.3,0,4,40.5,0,4,52.7,0,4,29.4,0,4,57.1,0,4,18.7,0,4
13.09.2022 19:00,13.09.2022 20:00,26.7,0,4,36.9,0,4,32.4,0,4,19.7,0,4,50.5,0,4,24.7,0,4
13.09.2022 20:00,13.09.2022 21:00,26,0,4,30,0,4,23.5,0,4,12.9,0,4,32.6,0,4,5.3,0,4
13.09.2022 21:00,13.09.2022 22:00,8.8,0,4,21.4,0,4,23.5,0,4,3.9,0,4,23,0,4,1.1,0,4
13.09.2022 22:00,13.09.2022 23:00,8.6,0,4,10.7,0,4,21.4,0,4,3.7,0,4,16.6,0,4,8.7,0,4
13.09.2022 23:00,14.09.2022 00:00,9.9,0,4,23.7,0,4,18,0,4,,1,4,19.6,0,4,12,0,4
14.09.2022 00:00,14.09.2022 01:00,6.8,0,4,10.7,0,4,4.7,0,4,,1,4,11,0,4,3.3,0,4
14.09.2022 01:00,14.09.2022 02:00,12.6,0,4,5.6,0,4,8,0,4,,1,4,7.7,0,4,2.6,0,4
14.09.2022 02:00,14.09.2022 03:00,9.9,0,4,6.2,0,4,9.5,0,4,,1,4,16.8,0,4,8.8,0,4
14.09.2022 03:00,14.09.2022 04:00,16.3,0,4,4.6,0,4,16.8,0,4,4.9,0,4,20.2,0,4,3.8,0,4
14.09.2022 04:00,14.09.2022 05:00,23.3,0,4,8,0,4,28.1,0,4,5.5,0,4,17.7,0,4,9.3,0,4
14.09.2022 05:00,14.09.2022 06:00,37,0,4,17.2,0,4,46.1,0,4,11.2,0,4,47.3,0,4,6.1,0,4
14.09.2022 06:00,14.09.2022 07:00,39.3,0,4,35.9,0,4,44.8,0,4,17.1,0,4,27.5,0,4,12.8,0,4
14.09.2022 07:00,14.09.2022 08:00,36.2,0,4,40.4,0,4,49.5,0,4,32.7,0,4,25.9,0,4,24,0,4
14.09.2022 08:00,14.09.2022 09:00,,1,4,32.9,0,4,58.4,0,4,35.1,0,4,62.8,0,4,30,0,4
14.09.2022 09:00,14.09.2022 10:00,38.6,0,4,34.5,0,4,,1,4,29.9,0,4,29.7,0,4,27.1,0,4
14.09.2022 10:00,14.09.2022 11:00,29.7,0,4,38.8,0,4,25.5,0,4,,1,4,,1,4,35.1,0,4
14.09.2022 11:00,14.09.2022 12:00,30.7,0,4,23.3,0,4,7.2,0,4,,1,4,,1,4,13.6,0,4
14.09.2022 12:00,14.09.2022 13:00,32.9,0,4,27,0,4,6.2,0,4,17.9,0,4,44.7,0,4,13.2,0,4
14.09.2022 13:00,14.09.2022 14:00,47,0,4,39.8,0,4,10.8,0,4,10.4,0,4,47.5,0,4,16.5,0,4
14.09.2022 14:00,14.09.2022 15:00,27.7,0,4,29.7,0,4,5.3,0,4,21,0,4,34.3,0,4,24.6,0,4
14.09.2022 15:00,14.09.2022 16:00,22.4,0,4,31.1,0,4,15.9,0,4,17.9,0,4,23.9,0,4,20,0,4
14.09.2022 16:00,14.09.2022 17:00,32.4,0,4,32.9,0,4,39.6,0,4,15.2,0,4,43.3,0,4,17.9,0,4
14.09.2022 17:00,14.09.2022 18:00,45.8,0,4,27.2,0,4,40.5,0,4,14.7,0,4,59,0,4,32.1,0,4
14.09.2022 18:00,14.09.2022 19:00,40.8,0,4,35.8,0,4,48.1,0,4,28.5,0,4,66,0,4,9.9,0,4
14.09.2022 19:00,14.09.2022 20:00,40.5,0,4,34.8,0,4,54.2,0,4,19.7,0,4,53.3,0,4,19.9,0,4
14.09.2022 20:00,14.09.2022 21:00,42.2,0,4,28.9,0,4,47.9,0,4,15.7,0,4,26.2,0,4,20.3,0,4
14.09.2022 21:00,14.09.2022 22:00,44.5,0,4,18.9,0,4,35.3,0,4,14.5,0,4,34.7,0,4,20.5,0,4
14.09.2022 22:00,14.09.2022 23:00,31.7,0,4,13.8,0,4,25.4,0,4,7.9,0,4,26.5,0,4,8.1,0,4
14.09.2022 23:00,15.09.2022 00:00,25.2,0,4,11.6,0,4,,1,4,9.9,0,4,20.9,0,4,6.8,0,4
15.09.2022 00:00,15.09.2022 01:00,25,0,4,7.9,0,4,,1,4,8.1,0,4,20.5,0,4,0.7,0,4
15.09.2022 01:00,15.09.2022 02:00,22.5,0,4,9.3,0,4,,1,4,1.6,0,4,14.7,0,4,0.6,0,4
15.09.2022 02:00,15.09.2022 03:00,27.2,0,4,10.5,0,4,,1,4,2.9,0,4,14.5,0,4,0.6,0,4
15.09.2022 03:00,15.09.2022 04:00,22.9,0,4,9.3,0,4,,1,4,2.6,0,4,6.8,0,4,0.5,0,4
15.09.2022 04:00,15.09.2022 05:00,38,0,4,8.7,0,4,,1,4,4.5,0,4,21,0,4,0.5,0,4
15.09.2022 05:00,15.09.2022 06:00,54.5,0,4,36.3,0,4,26,0,4,19.6,0,4,71,0,4,2.5,0,4
15.09.2022 06:00,15.09.2022 07:00,51.1,0,4,41.4,0,4,62.4,0,4,42.4,0,4,77.1,0,4,3.2,0,4
15.09.2022 07:00,15.09.2022 08:00,32.1,0,4,34.3,0,4,48.5,0,4,34.4,0,4,62,0,4,4.2,0,4
15.09.2022 08:00,15.09.2022 09:00,19.3,0,4,27.9,0,4,19.7,0,4,29.3,0,4,51.9,0,4,4.7,0,4
15.09.2022 09:00,15.09.2022 10:00,14.5,0,4,27.6,0,4,35.3,0,4,15.1,0,4,44.4,0,4,2,0,4
15.09.2022 10:00,15.09.2022 11:00,17.3,0,4,27.8,0,4,31.1,0,4,8.2,0,4,40.9,0,4,,1,4
15.09.2022 11:00,15.09.2022 12:00,18.4,0,4,32.9,0,4,24.1,0,4,9.5,0,4,29.2,0,4,1.2,0,4
15.09.2022 12:00,15.09.2022 13:00,21.4,0,4,31.7,0,4,34.1,0,4,10.5,0,4,36,0,4,1.9,0,4
15.09.2022 13:00,15.09.2022 14:00,24.5,0,4,43.1,0,4,38.4,0,4,8.7,0,4,47.9,0,4,1.8,0,4
15.09.2022 14:00,15.09.2022 15:00,17,0,4,35.2,0,4,37.5,0,4,13.2,0,4,33.5,0,4,8,0,4
15.09.2022 15:00,15.09.2022 16:00,21.8,0,4,38.4,0,4,38.9,0,4,15.6,0,4,37.9,0,4,2,0,4
15.09.2022 16:00,15.09.2022 17:00,14.5,0,4,40.3,0,4,42.3,0,4,13.6,0,4,43.7,0,4,1.8,0,4
15.09.2022 17:00,15.09.2022 18:00,37.9,0,4,30.7,0,4,37.9,0,4,16.5,0,4,67.7,0,4,1.6,0,4
15.09.2022 18:00,15.09.2022 19:00,34.7,0,4,21.7,0,4,40.5,0,4,24.8,0,4,58.9,0,4,8.8,0,4
15.09.2022 19:00,15.09.2022 20:00,45.7,0,4,17,0,4,43.1,0,4,20.1,0,4,57.3,0,4,6.5,0,4
15.09.2022 20:00,15.09.2022 21:00,35,0,4,26.6,0,4,48,0,4,14.5,0,4,54.5,0,4,4,0,4
15.09.2022 21:00,15.09.2022 22:00,38.1,0,4,23.3,0,4,46,0,4,20.2,0,4,33.5,0,4,2.4,0,4
15.09.2022 22:00,15.09.2022 23:00,30.6,0,4,28.2,0,4,35.5,0,4,11.7,0,4,24.1,0,4,2,0,4
15.09.2022 23:00,16.09.2022 00:00,7.9,0,4,16.8,0,4,16.5,0,4,3.2,0,4,11.6,0,4,1.1,0,4
16.09.2022 00:00,16.09.2022 01:00,8.6,0,4,4.1,0,4,5,0,4,1.1,0,4,5.2,0,4,0.7,0,4
16.09.2022 01:00,16.09.2022 02:00,7.5,0,4,3.5,0,4,6.5,0,4,0.7,0,4,5.2,0,4,0.6,0,4
16.09.2022 02:00,16.09.2022 03:00,9.3,0,4,3.9,0,4,7.2,0,4,1.5,0,4,4.4,0,4,0.6,0,4
16.09.2022 03:00,16.09.2022 04:00,12.9,0,4,10.9,0,4,15,0,4,1.1,0,4,7.2,0,4,0.7,0,4
16.09.2022 04:00,16.09.2022 05:00,20.3,0,4,7,0,4,12.5,0,4,1.8,0,4,11.8,0,4,0.6,0,4
16.09.2022 05:00,16.09.2022 06:00,28.2,0,4,14.6,0,4,36.3,0,4,3.9,0,4,28.8,0,4,0.7,0,4
16.09.2022 06:00,16.09.2022 07:00,21.2,0,4,24,0,4,48.7,0,4,6.7,0,4,32.4,0,4,1.1,0,4
16.09.2022 07:00,16.09.2022 08:00,26.4,0,4,26.1,0,4,34,0,4,8.7,0,4,41,0,4,1.5,0,4
16.09.2022 08:00,16.09.2022 09:00,12.3,0,4,,1,4,28.2,0,4,7.7,0,4,22.2,0,4,1.3,0,4
16.09.2022 09:00,16.09.2022 10:00,13.4,0,4,18.9,0,4,22,0,4,,1,4,24.2,0,4,,1,4
16.09.2022 10:00,16.09.2022 11:00,13.7,0,4,19.5,0,4,19.3,0,4,4.4,0,4,28,0,4,1,0,4
16.09.2022 11:00,16.09.2022 12:00,15.5,0,4,31.4,0,4,28,0,4,3.7,0,4,28.6,0,4,1,0,4
16.09.2022 12:00,16.09.2022 13:00,15.7,0,4,33.2,0,4,25.4,0,4,5.1,0,4,30.8,0,4,1,0,4
16.09.2022 13:00,16.09.2022 14:00,23.2,0,4,31.4,0,4,23.7,0,4,4.1,0,4,20.8,0,4,1.1,0,4
16.09.2022 14:00,16.09.2022 15:00,19.8,0,4,30.1,0,4,33.7,0,4,5.9,0,4,26.6,0,4,1.6,0,4
16.09.2022 15:00,16.09.2022 16:00,20.5,0,4,37.1,0,4,37.8,0,4,6.9,0,4,31.3,0,4,1.6,0,4
16.09.2022 16:00,16.09.2022 17:00,15.9,0,4,33.4,0,4,36.9,0,4,6.6,0,4,39.7,0,4,1.7,0,4
16.09.2022 17:00,16.09.2022 18:00,22.3,0,4,25.4,0,4,39.5,0,4,6.5,0,4,36.8,0,4,2.2,0,4
16.09.2022 18:00,16.09.2022 19:00,17.5,0,4,19.8,0,4,29.5,0,4,8.5,0,4,30.5,0,4,6.7,0,4
16.09.2022 19:00,16.09.2022 20:00,11.3,0,4,23.3,0,4,23.6,0,4,10.3,0,4,16.6,0,4,1.4,0,4
16.09.2022 20:00,16.09.2022 21:00,18.2,0,4,23.9,0,4,23.1,0,4,6.1,0,4,12.8,0,4,1.1,0,4
16.09.2022 21:00,16.09.2022 22:00,14.3,0,4,14.1,0,4,24.2,0,4,7.1,0,4,14.4,0,4,1,0,4
16.09.2022 22:00,16.09.2022 23:00,10,0,4,14.1,0,4,17.4,0,4,3.9,0,4,11.4,0,4,0.8,0,4
16.09.2022 23:00,17.09.2022 00:00,5.6,0,4,12.4,0,4,26.8,0,4,10.1,0,4,11,0,4,0.9,0,4
17.09.2022 00:00,17.09.2022 01:00,5.9,0,4,18.4,0,4,17.8,0,4,6.5,0,4,11.2,0,4,0.8,0,4
17.09.2022 01:00,17.09.2022 02:00,14.5,0,4,8.8,0,4,22.5,0,4,10,0,4,5.6,0,4,1.6,0,4
17.09.2022 02:00,17.09.2022 03:00,26.1,0,4,14.1,0,4,21.6,0,4,10.3,0,4,11,0,4,5.9,0,4
17.09.2022 03:00,17.09.2022 04:00,30.2,0,4,7.9,0,4,18.9,0,4,4.3,0,4,9.2,0,4,4.8,0,4
17.09.2022 04:00,17.09.2022 05:00,28.2,0,4,5.9,0,4,21.4,0,4,4.6,0,4,24.3,0,4,2.3,0,4
17.09.2022 05:00,17.09.2022 06:00,29.1,0,4,11,0,4,30.8,0,4,7.4,0,4,11,0,4,2,0,4
17.09.2022 06:00,17.09.2022 07:00,30.1,0,4,12.2,0,4,45.7,0,4,16.4,0,4,11.2,0,4,10.7,0,4
17.09.2022 07:00,17.09.2022 08:00,29.7,0,4,12,0,4,46.1,0,4,18.1,0,4,25,0,4,13,0,4
17.09.2022 08:00,17.09.2022 09:00,19.1,0,4,10.1,0,4,8,0,4,21.7,0,4,42.9,0,4,9.4,0,4
17.09.2022 09:00,17.09.2022 10:00,15.7,0,4,3.8,0,4,27,0,4,10.3,0,4,37.3,0,4,3.8,0,4
17.09.2022 10:00,17.09.2022 11:00,5.7,0,4,2.4,0,4,23.6,0,4,4.7,0,4,26.6,0,4,0.7,0,4
17.09.2022 11:00,17.09.2022 12:00,8.6,0,4,2.8,0,4,27,0,4,4.2,0,4,20.8,0,4,0.7,0,4
17.09.2022 12:00,17.09.2022 13:00,10.9,0,4,1.4,0,4,25.5,0,4,7.5,0,4,29.2,0,4,1.1,0,4
17.09.2022 13:00,17.09.2022 14:00,10,0,4,3,0,4,32.5,0,4,7.2,0,4,26,0,4,0.9,0,4
17.09.2022 14:00,17.09.2022 15:00,12.3,0,4,2.4,0,4,34.4,0,4,5.7,0,4,32.5,0,4,0.9,0,4
17.09.2022 15:00,17.09.2022 16:00,8.4,0,4,1.1,0,4,26.3,0,4,6.8,0,4,26,0,4,0.8,0,4
17.09.2022 16:00,17.09.2022 17:00,21.4,0,4,5,0,4,33.1,0,4,4.6,0,4,39.1,0,4,1.6,0,4
17.09.2022 17:00,17.09.2022 18:00,16.4,0,4,8.1,0,4,30,0,4,4.4,0,4,50.9,0,4,1.3,0,4
17.09.2022 18:00,17.09.2022 19:00,9.3,0,4,6.4,0,4,40.6,0,4,16.8,0,4,37.3,0,4,3,0,4
17.09.2022 19:00,17.09.2022 20:00,21.4,0,4,14.4,0,4,33.4,0,4,17.2,0,4,33.5,0,4,2.2,0,4
17.09.2022 20:00,17.09.2022 21:00,20.5,0,4,23.2,0,4,45.3,0,4,12.9,0,4,23,0,4,3.1,0,4
17.09.2022 21:00,17.09.2022 22:00,16.8,0,4,20.3,0,4,32.1,0,4,15.4,0,4,26.5,0,4,1.9,0,4
17.09.2022 22:00,17.09.2022 23:00,4.9,0,4,21.1,0,4,31.5,0,4,6.2,0,4,14.8,0,4,0.9,0,4
17.09.2022 23:00,18.09.2022 00:00,4,0,4,8.3,0,4,8.2,0,4,2.6,0,4,12.4,0,4,0.7,0,4
18.09.2022 00:00,18.09.2022 01:00,4.7,0,4,11.1,0,4,6.7,0,4,1.4,0,4,10.2,0,4,0.5,0,4
18.09.2022 01:00,18.09.2022 02:00,6.3,0,4,5.4,0,4,7.6,0,4,1.6,0,4,10.4,0,4,0.4,0,4
18.09.2022 02:00,18.09.2022 03:00,6.3,0,4,8.7,0,4,5.9,0,4,1.9,0,4,10.8,0,4,0.4,0,4
18.09.2022 03:00,18.09.2022 04:00,12.9,0,4,7.4,0,4,4.2,0,4,1.7,0,4,11.2,0,4,0.4,0,4
18.09.2022 04:00,18.09.2022 05:00,11.3,0,4,2.9,0,4,7.4,0,4,2,0,4,6.9,0,4,0.3,0,4
18.09.2022 05:00,18.09.2022 06:00,22.3,0,4,3.1,0,4,9.1,0,4,1.4,0,4,11,0,4,0.4,0,4
18.09.2022 06:00,18.09.2022 07:00,21.4,0,4,7.6,0,4,15.7,0,4,1.7,0,4,18,0,4,0.5,0,4
18.09.2022 07:00,18.09.2022 08:00,8.4,0,4,7,0,4,17.6,0,4,3.2,0,4,15.8,0,4,0.5,0,4
18.09.2022 08:00,18.09.2022 09:00,7.9,0,4,4.4,0,4,9.7,0,4,3.5,0,4,23.2,0,4,0.5,0,4
18.09.2022 09:00,18.09.2022 10:00,6.1,0,4,6.8,0,4,8.4,0,4,2.6,0,4,18.2,0,4,0.7,0,4
18.09.2022 10:00,18.09.2022 11:00,2.9,0,4,10.3,0,4,10.5,0,4,2.7,0,4,15.8,0,4,0.8,0,4
18.09.2022 11:00,18.09.2022 12:00,5.4,0,4,13.1,0,4,16.3,0,4,4.7,0,4,15.6,0,4,0.7,0,4
18.09.2022 12:00,18.09.2022 13:00,5,0,4,13.5,0,4,15.2,0,4,4,0,4,23.2,0,4,0.8,0,4
18.09.2022 13:00,18.09.2022 14:00,2.9,0,4,11.1,0,4,24,0,4,4.5,0,4,29.6,0,4,1,0,4
18.09.2022 14:00,18.09.2022 15:00,6.4,0,4,16.8,0,4,19.1,0,4,7,0,4,30,0,4,1.4,0,4
18.09.2022 15:00,18.09.2022 16:00,4.3,0,4,15.7,0,4,19.7,0,4,4.2,0,4,29.2,0,4,0.9,0,4
18.09.2022 16:00,18.09.2022 17:00,6.6,0,4,17.6,0,4,27.9,0,4,5.9,0,4,35.4,0,4,0.9,0,4
18.09.2022 17:00,18.09.2022 18:00,4.3,0,4,12.7,0,4,22.5,0,4,4.8,0,4,32.5,0,4,0.9,0,4
18.09.2022 18:00,18.09.2022 19:00,23.2,0,4,17.8,0,4,37.5,0,4,10.7,0,4,57.8,0,4,1.1,0,4
18.09.2022 19:00,18.09.2022 20:00,25.9,0,4,16.1,0,4,46.7,0,4,14.6,0,4,67.2,0,4,1.2,0,4
18.09.2022 20:00,18.09.2022 21:00,13,0,4,18.6,0,4,33.6,0,4,4.5,0,4,53.6,0,4,0.8,0,4
18.09.2022 21:00,18.09.2022 22:00,3.6,0,4,14.1,0,4,27,0,4,3,0,4,20,0,4,0.4,0,4
18.09.2022 22:00,18.09.2022 23:00,5.6,0,4,11.6,0,4,14.6,0,4,6.2,0,4,24.8,0,4,0.6,0,4
18.09.2022 23:00,19.09.2022 00:00,11.3,0,4,4.3,0,4,13.1,0,4,2.3,0,4,19.2,0,4,0.7,0,4
19.09.2022 00:00,19.09.2022 01:00,13.2,0,4,4.7,0,4,6.5,0,4,1.3,0,4,9.1,0,4,0.4,0,4
19.09.2022 01:00,19.09.2022 02:00,22.8,0,4,7.3,0,4,6,0,4,0.8,0,4,9.5,0,4,0.4,0,4
19.09.2022 02:00,19.09.2022 03:00,20.3,0,4,6.1,0,4,9.9,0,4,0.9,0,4,5.5,0,4,0.4,0,4
19.09.2022 03:00,19.09.2022 04:00,12.8,0,4,6.5,0,4,6,0,4,1,0,4,11.8,0,4,0.4,0,4
19.09.2022 04:00,19.09.2022 05:00,13.5,0,4,2.5,0,4,10.7,0,4,1.7,0,4,22,0,4,0.4,0,4
19.09.2022 05:00,19.09.2022 06:00,52.5,0,4,23.2,0,4,50.5,0,4,5.4,0,4,53.6,0,4,0.6,0,4
19.09.2022 06:00,19.09.2022 07:00,63.6,0,4,56.1,0,4,58.5,0,4,19,0,4,69.2,0,4,1.2,0,4
19.09.2022 07:00,19.09.2022 08:00,50.3,0,4,56,0,4,51.6,0,4,15.7,0,4,62.1,0,4,1.7,0,4
19.09.2022 08:00,19.09.2022 09:00,31.2,0,4,36.4,0,4,33.9,0,4,8.5,0,4,40,0,4,1.4,0,4
19.09.2022 09:00,19.09.2022 10:00,21.4,0,4,23,0,4,28.3,0,4,3.5,0,4,39.2,0,4,1.4,0,4
19.09.2022 10:00,19.09.2022 11:00,21.3,0,4,14.8,0,4,23.8,0,4,3.7,0,4,33.4,0,4,0.9,0,4
19.09.2022 11:00,19.09.2022 12:00,18.1,0,4,22.8,0,4,20.2,0,4,3.3,0,4,29.6,0,4,0.8,0,4
19.09.2022 12:00,19.09.2022 13:00,19.7,0,4,22,0,4,22.7,0,4,4.8,0,4,30.2,0,4,0.6,0,4
19.09.2022 13:00,19.09.2022 14:00,17.7,0,4,25.8,0,4,30.4,0,4,6.8,0,4,31.6,0,4,0.7,0,4
19.09.2022 14:00,19.09.2022 15:00,17.2,0,4,27.4,0,4,33.5,0,4,10.1,0,4,31.4,0,4,1,0,4
19.09.2022 15:00,19.09.2022 16:00,15.8,0,4,26.2,0,4,31.1,0,4,5.5,0,4,29.6,0,4,0.8,0,4
19.09.2022 16:00,19.09.2022 17:00,14.2,0,4,29,0,4,27.4,0,4,9.1,0,4,27.2,0,4,0.8,0,4
19.09.2022 17:00,19.09.2022 18:00,13,0,4,24.3,0,4,36.5,0,4,9.7,0,4,29.4,0,4,3,0,4
19.09.2022 18:00,19.09.2022 19:00,35.6,0,4,15,0,4,43.7,0,4,25.2,0,4,44.5,0,4,1.3,0,4
19.09.2022 19:00,19.09.2022 20:00,52,0,4,18.2,0,4,46.8,0,4,21.3,0,4,70.6,0,4,1.4,0,4
19.09.2022 20:00,19.09.2022 21:00,22,0,4,18.4,0,4,27.7,0,4,15.9,0,4,29.7,0,4,0.6,0,4
19.09.2022 21:00,19.09.2022 22:00,7.7,0,4,10.1,0,4,10.3,0,4,4.4,0,4,18.2,0,4,0.6,0,4
19.09.2022 22:00,19.09.2022 23:00,8.2,0,4,9.1,0,4,6.7,0,4,2.6,0,4,18.4,0,4,0.5,0,4
19.09.2022 23:00,20.09.2022 00:00,5.6,0,4,8.9,0,4,15.3,0,4,2.2,0,4,15.8,0,4,0.4,0,4
20.09.2022 00:00,20.09.2022 01:00,20.1,0,4,8.9,0,4,11.2,0,4,1.3,0,4,11.5,0,4,0.5,0,4
20.09.2022 01:00,20.09.2022 02:00,27,0,4,6.6,0,4,10.1,0,4,2.5,0,4,10.7,0,4,0.5,0,4
20.09.2022 02:00,20.09.2022 03:00,18.2,0,4,15.8,0,4,11,0,4,3.3,0,4,9.9,0,4,0.5,0,4
20.09.2022 03:00,20.09.2022 04:00,26.1,0,4,5,0,4,12.7,0,4,3.8,0,4,10.7,0,4,0.4,0,4
20.09.2022 04:00,20.09.2022 05:00,32.9,0,4,6.2,0,4,26.6,0,4,1.5,0,4,24.6,0,4,0.3,0,4
20.09.2022 05:00,20.09.2022 06:00,62.5,0,4,15.4,0,4,54.3,0,4,5.7,0,4,49.1,0,4,0.4,0,4
20.09.2022 06:00,20.09.2022 07:00,68.1,0,4,45.6,0,4,55.8,0,4,16.9,0,4,77.7,0,4,0.7,0,4
20.09.2022 07:00,20.09.2022 08:00,55.1,0,4,48,0,4,46.6,0,4,14.1,0,4,88.7,0,4,7.3,0,4
20.09.2022 08:00,20.09.2022 09:00,30.7,0,4,32.6,0,4,38.9,0,4,8,0,4,53.7,0,4,1.2,0,4
20.09.2022 09:00,20.09.2022 10:00,23.7,0,4,34.8,0,4,35.8,0,4,9.5,0,4,41.1,0,4,2.2,0,4
20.09.2022 10:00,20.09.2022 11:00,25.3,0,4,24.9,0,4,,1,4,7.6,0,4,39.9,0,4,1.2,0,4
20.09.2022 11:00,20.09.2022 12:00,20,0,4,39.9,0,4,16.9,0,4,12,0,4,34.2,0,4,2,0,4
20.09.2022 12:00,20.09.2022 13:00,,1,4,26.1,0,4,6,0,4,,1,4,35.4,0,4,2.6,0,4
20.09.2022 13:00,20.09.2022 14:00,,1,4,49.2,0,4,9.4,0,4,13.9,0,4,39.7,0,4,3.4,0,4
20.09.2022 14:00,20.09.2022 15:00,21.5,0,4,34.2,0,4,6.4,0,4,19.6,0,4,33,0,4,22.4,0,4
20.09.2022 15:00,20.09.2022 16:00,16.5,0,4,32.7,0,4,10.1,0,4,18.8,0,4,32.4,0,4,23.3,0,4
20.09.2022 16:00,20.09.2022 17:00,19.7,0,4,34.4,0,4,29.6,0,4,22.5,0,4,35.3,0,4,19.1,0,4
20.09.2022 17:00,20.09.2022 18:00,29.1,0,4,23.2,0,4,35.6,0,4,27.6,0,4,13.9,0,4,39,0,4
20.09.2022 18:00,20.09.2022 19:00,49.1,0,4,22.8,0,4,67.2,0,4,28.3,0,4,24.4,0,4,28.3,0,4
